sample_id	tumor_type	num_ssms	num_sims	perc_of_mut_sims	perc_CA	perc_CG	perc_CT	perc_TA	perc_TC	perc_TG	perc_1bp_del_A_T	perc_1bp_del_C_G	perc_1bp_ins_A_T	perc_1bp_ins_C_G	perc_noPoly_del_A_T	perc_shortPoly_del_A_T	perc_midSizePoly_del_A_T	perc_longPoly_del_A_T	perc_noPoly_del_C_G	perc_shortPoly_del_C_G	perc_midSizePoly_del_C_G	perc_longPoly_del_C_G	perc_noPoly_ins_A_T	perc_shortPoly_ins_A_T	perc_midSizePoly_ins_A_T	perc_longPoly_ins_A_T	perc_noPoly_ins_C_G	perc_shortPoly_ins_C_G	perc_midSizePoly_ins_C_G	perc_longPoly_ins_C_G	perc_rec_ssms	perc_rec_sims	perc_of_rec_mut_sim	perc_rec_CA	perc_rec_CG	perc_rec_CT	perc_rec_TA	perc_rec_TC	perc_rec_TG	perc_rec_1bp_del_A_T	perc_rec_1bp_del_C_G	perc_rec_1bp_ins_A_T	perc_rec_1bp_ins_C_G
115	Kidney-RCC	5196	497	8.73001932197436	18.7644341801386	10.0461893764434	27.7713625866051	19.7459584295612	15.050038491147	8.6220169361047	50.7987220447284	29.073482428115	18.5303514376997	1.59744408945687	20.7547169811321	57.2327044025157	19.4968553459119	2.51572327044025	25.2747252747253	68.1318681318681	6.59340659340659	0	22.4137931034483	37.9310344827586	17.2413793103448	22.4137931034483	40	60	0	0	1.80908391070054	2.21327967806841	10.4761904761905	1.43589743589744	0.766283524904215	4.15800415800416	0.389863547758285	0.51150895140665	1.78571428571429	2.51572327044025	0	10.3448275862069	0
116	Kidney-RCC	5485	519	8.64423717521652	22.8988149498633	12.8532360984503	31.2488605287147	11.1941659070191	13.5460346399271	8.25888787602552	46.1300309597523	24.1486068111455	26.625386996904	3.09597523219814	15.4362416107383	57.0469798657718	26.1744966442953	1.34228187919463	35.8974358974359	57.6923076923077	6.41025641025641	0	17.4418604651163	34.8837209302326	23.2558139534884	24.4186046511628	50	50	0	0	1.89608021877849	2.69749518304432	11.864406779661	1.03503184713376	0.283687943262411	4.78413068844807	0.651465798045603	0.269179004037685	0.22075055187638	2.01342281879195	0	9.30232558139535	0
117	Kidney-RCC	27779	13771	33.1432009626955	11.1955073976745	3.51344540840203	42.5069296950934	10.1155549155837	29.0579214514561	3.6106411317902	64.037985136251	7.91907514450867	25.9372419488026	2.10569777043765	1.10896196002579	5.85428755641522	32.4564796905222	60.5802707930368	8.34202294056309	23.4619395203337	60.1668404588113	8.02919708029197	2.13307863737663	9.10538045208532	46.2909901305317	42.4705507800064	8.62745098039216	24.3137254901961	59.2156862745098	7.84313725490196	3.11746283163541	30.1357926076538	82.7352472089314	1.09324758842444	0.204918032786885	5.65718157181572	2.41992882562278	1.01585728444004	1.19641076769691	41.2637008381689	13.3472367049009	22.2540592168099	12.5490196078431
118	Kidney-RCC	8172	775	8.66212138146865	19.7014194811552	13.0934899657367	31.1062163485071	10.9153206069506	17.5844346549192	7.59911894273128	53.7373737373737	22.2222222222222	21.2121212121212	2.82828282828283	19.1729323308271	59.7744360902256	19.1729323308271	1.8796992481203	42.7272727272727	53.6363636363636	3.63636363636364	0	25.7142857142857	39.0476190476191	20	15.2380952380952	50	35.7142857142857	14.2857142857143	0	1.48066568771415	1.16129032258065	6.92307692307692	1.18012422360248	0.373831775700935	3.26514555468135	0.448430493273543	0.487125956854558	0.644122383252818	0.75187969924812	0	6.66666666666667	0
119	Kidney-RCC	3914	587	13.0415463230393	21.2314767501277	9.96423096576392	28.7940725600409	14.4353602452734	15.482881962187	10.0919775166071	47.65625	26.3020833333333	23.1770833333333	2.86458333333333	22.9508196721311	57.3770491803279	18.5792349726776	1.09289617486339	40.5940594059406	51.4851485148515	6.93069306930693	0.99009900990099	25.8426966292135	47.1910112359551	17.9775280898876	8.98876404494382	27.2727272727273	54.5454545454545	18.1818181818182	0	1.53295861011753	1.70357751277683	14.2857142857143	1.08303249097473	0.769230769230769	3.81543921916593	0.176991150442478	0.165016501650165	0.759493670886076	0.546448087431694	0.99009900990099	5.61797752808989	18.1818181818182
120	Kidney-RCC	4963	722	12.7000879507476	19.3229901269394	10.8402176103163	27.6647189200081	15.4342131775136	16.3812210356639	10.3566391295587	50.6726457399103	24.4394618834081	21.7488789237668	3.1390134529148	19.0265486725664	61.0619469026549	19.0265486725664	0.884955752212389	40.3669724770642	55.045871559633	4.58715596330275	0	35.0515463917526	49.4845360824742	9.27835051546392	6.18556701030928	42.8571428571429	57.1428571428571	0	0	1.43058633890792	1.10803324099723	10.126582278481	1.04275286757039	0.929368029739777	3.2774945375091	0.391644908616188	0.738007380073801	0.389105058365759	0.884955752212389	0	4.12371134020619	0
121	Kidney-RCC	4472	620	12.1759622937942	20.371198568873	11.3819320214669	30.1878354203936	12.9919499105546	14.7808586762075	10.2862254025045	49.7311827956989	23.6559139784946	22.3118279569892	4.3010752688172	17.8378378378378	62.7027027027027	17.8378378378378	1.62162162162162	36.3636363636364	57.9545454545455	5.68181818181818	0	27.710843373494	34.9397590361446	26.5060240963855	10.8433734939759	37.5	43.75	12.5	6.25	1.72182468694097	1.45161290322581	10.4651162790698	0.878155872667398	0.589390962671906	4.2962962962963	0.172117039586919	0.907715582450832	0.217391304347826	1.62162162162162	0	4.81927710843374	12.5
122	Kidney-RCC	36501	1293	3.42117796475631	6.42722117202268	2.73965096846662	5.06561464069478	73.8746883647023	7.74499328785513	4.14783156625846	55.3376906318083	31.5904139433551	11.7647058823529	1.30718954248366	42.5196850393701	48.0314960629921	8.85826771653543	0.590551181102362	20.6896551724138	73.7931034482759	5.51724137931035	0	36.1111111111111	55.5555555555556	5.55555555555556	2.77777777777778	33.3333333333333	66.6666666666667	0	0	0.463001013670858	0.386697602474865	2.8735632183908	0.937766410912191	0.4	2.70416441319632	0.270721305395884	0.636717368234878	0.132100396301189	0.393700787401575	0.344827586206897	1.85185185185185	0
123	Kidney-RCC	5005	579	10.3689111747851	18.5414585414585	12.6873126873127	26.8531468531469	13.4865134865135	16.983016983017	11.4485514485514	60.3092783505155	21.9072164948454	14.9484536082474	2.83505154639175	22.2222222222222	59.4017094017094	17.9487179487179	0.427350427350427	36.4705882352941	56.4705882352941	5.88235294117647	1.17647058823529	25.8620689655172	62.0689655172414	10.3448275862069	1.72413793103448	36.3636363636364	54.5454545454545	9.09090909090909	0	1.41858141858142	1.72711571675302	12.3456790123457	0.431034482758621	0.31496062992126	3.34821428571429	0.740740740740741	1.29411764705882	0.698080279232112	2.56410256410256	1.17647058823529	1.72413793103448	0
124	Kidney-RCC	19447	1219	5.89857737346366	12.4183678716512	6.14490666940916	11.1071116367563	56.0497763151129	8.27376973312079	6.00606777394971	56.3463819691578	23.1316725978648	17.6749703440095	2.84697508896797	30.9473684210526	54.7368421052632	13.0526315789474	1.26315789473684	30.7692307692308	65.1282051282051	4.1025641025641	0	32.2147651006711	37.5838926174497	21.4765100671141	8.7248322147651	50	25	25	0	0.791895922250219	0.902378999179655	6.66666666666667	1.0351966873706	0.585774058577406	3.7037037037037	0.275229357798165	0.435052827843381	0.428082191780822	0.842105263157895	0.512820512820513	3.35570469798658	0
125	Kidney-RCC	7241	874	10.7701786814541	21.9168623118354	10.5510288634167	30.0649081618561	13.0506836072366	15.7713023063113	8.64521474934401	47.9020979020979	25.3496503496504	23.6013986013986	3.14685314685315	20.0729927007299	56.2043795620438	22.6277372262774	1.09489051094891	40	51.7241379310345	8.27586206896552	0	25.1851851851852	44.4444444444444	24.4444444444444	5.92592592592593	50	33.3333333333333	16.6666666666667	0	1.45007595635962	0.68649885583524	5.40540540540541	0.693131695022054	0.523560209424084	3.49104271933854	0.740740740740741	0.525394045534151	0.159744408945687	1.09489051094891	0.689655172413793	1.48148148148148	0
126	Kidney-RCC	5058	459	8.31973898858075	21.4709371293001	13.4638196915777	25.8797943851325	12.9893238434164	15.9153815737446	10.2807433768288	55.4817275747508	23.9202657807309	18.6046511627907	1.99335548172757	19.7604790419162	56.8862275449102	21.5568862275449	1.79640718562874	37.5	58.3333333333333	4.16666666666667	0	28.5714285714286	33.9285714285714	23.2142857142857	14.2857142857143	50	50	0	0	1.50257018584421	2.61437908496732	13.6363636363636	1.01289134438306	0.440528634361233	3.81970970206264	0.76103500761035	0.496894409937888	0.576923076923077	2.9940119760479	1.38888888888889	10.7142857142857	0
127	Kidney-RCC	6013	684	10.2135284455726	23.6653916514219	10.8764343921503	26.2764011308831	13.3710294362215	15.6993181440213	10.1114252453018	54.6485260770975	27.2108843537415	15.8730158730159	2.26757369614512	22.4066390041494	56.4315352697095	19.5020746887967	1.6597510373444	35	60.8333333333333	4.16666666666667	0	24.2857142857143	57.1428571428571	12.8571428571429	5.71428571428571	50	40	10	0	1.3304506901713	1.0233918128655	8.04597701149425	1.40548137737175	0.152905198776758	2.65822784810127	0.621890547263682	0.741525423728814	0.822368421052632	1.6597510373444	0.833333333333333	2.85714285714286	0
128	Kidney-RCC	2462	302	10.9261939218524	16.8968318440292	11.5759545085297	27.7010560519903	13.6474411047929	19.7400487408611	10.4386677497969	55.0802139037433	21.9251336898396	20.3208556149733	2.67379679144385	16.504854368932	69.9029126213592	12.621359223301	0.970873786407767	26.8292682926829	65.8536585365854	7.31707317073171	0	34.2105263157895	57.8947368421053	7.89473684210526	0	0	80	20	0	1.74654752233956	0	0	2.64423076923077	1.05263157894737	3.66568914956012	0.297619047619048	0.617283950617284	0	0	0	0	0
129	Kidney-RCC	5417	776	12.530276118198	17.4266199003138	11.3162266937419	27.2106331918036	13.5314749861547	19.0695957171866	11.4454495107993	51.1066398390342	26.3581488933602	19.7183098591549	2.8169014084507	16.5354330708661	66.1417322834646	15.3543307086614	1.96850393700787	27.4809160305344	66.412213740458	6.10687022900763	0	31.6326530612245	56.1224489795918	11.2244897959184	1.02040816326531	28.5714285714286	64.2857142857143	7.14285714285714	0	1.53221340225217	0.644329896907217	5.68181818181818	1.27118644067797	0.489396411092985	4.13839891451832	0.272851296043656	0.290416263310745	0.32258064516129	1.5748031496063	0	0	0
130	Kidney-RCC	12602	936	6.91387206382036	18.1320425329313	6.87986033962863	14.1485478495477	44.5484843675607	10.0857006824314	6.20536422790033	56.5079365079365	28.8888888888889	11.5873015873016	3.01587301587302	23.5955056179775	57.3033707865169	17.6966292134831	1.40449438202247	25.8241758241758	67.5824175824176	6.59340659340659	0	31.5068493150685	60.2739726027397	6.84931506849315	1.36986301369863	26.3157894736842	57.8947368421053	15.7894736842105	0	0.880812569433423	0.961538461538462	7.5	0.919037199124726	0.461361014994233	2.63600673022995	0.374064837905237	0.865460267505901	0.895140664961637	1.40449438202247	0.549450549450549	4.10958904109589	0
131	Kidney-RCC	7439	1164	13.5301638963152	20.8899045570641	11.3052829681409	26.1056593628176	14.1282430434198	18.1207151498857	9.45019491867186	54.2746113989637	21.7616580310881	21.7616580310881	2.2020725388601	16.2291169451074	62.0525059665871	17.8997613365155	3.81861575178998	40.4761904761905	52.9761904761905	6.54761904761905	0	32.7380952380952	49.4047619047619	14.8809523809524	2.97619047619048	29.4117647058824	52.9411764705882	17.6470588235294	0	1.43836537168974	0.859106529209622	8.54700854700855	1.02960102960103	0.356718192627824	3.86199794026777	0.190294957183635	0.593471810089021	0.42674253200569	1.19331742243437	0	2.38095238095238	0
132	Kidney-RCC	11077	1139	9.32383759004584	27.5616141554573	12.0158887785501	23.183172339081	14.5436490024375	13.6137943486504	9.08188137582378	48.9583333333333	23.828125	24.3489583333333	2.86458333333333	17.2872340425532	56.9148936170213	24.7340425531915	1.06382978723404	39.8907103825137	52.4590163934426	7.65027322404372	0	30.4812834224599	34.2245989304813	26.7379679144385	8.55614973262032	63.6363636363636	36.3636363636364	0	0	1.37221269296741	1.66812993854258	11.1111111111111	1.11365869636423	0.225394440270473	3.73831775700935	0.496585971446307	0.464190981432361	0.397614314115308	1.86170212765957	0	6.41711229946524	0
133	Kidney-RCC	4350	510	10.4938271604938	21.1264367816092	10.3448275862069	30.4137931034483	13.1494252873563	15.4022988505747	9.5632183908046	56.5340909090909	19.8863636363636	21.5909090909091	1.98863636363636	19.0954773869347	57.286432160804	22.1105527638191	1.50753768844221	35.7142857142857	58.5714285714286	4.28571428571429	1.42857142857143	32.8947368421053	38.1578947368421	21.0526315789474	7.89473684210526	28.5714285714286	57.1428571428571	14.2857142857143	0	1.40229885057471	1.17647058823529	8.95522388059701	0.761697497279652	0.666666666666667	3.25018896447468	0.874125874125874	0.149253731343284	0.480769230769231	0.50251256281407	2.85714285714286	3.94736842105263	0
134	Kidney-RCC	5954	706	10.6006006006006	24.9580114208935	11.807188444743	25.2603291904602	11.9583473295264	16.308364124958	9.70775948941888	48.6607142857143	26.1160714285714	21.2053571428571	4.01785714285714	18.348623853211	55.9633027522936	23.394495412844	2.29357798165138	33.3333333333333	62.3931623931624	4.27350427350427	0	25.2631578947368	38.9473684210526	22.1052631578947	13.6842105263158	33.3333333333333	55.5555555555556	11.1111111111111	0	1.04131676184078	1.41643059490085	13.8888888888889	0.740242261103634	0.568990042674253	2.06117021276596	0.842696629213483	0.82389289392379	0.346020761245675	2.75229357798165	0	4.21052631578947	0
135	Kidney-RCC	7009	1253	15.1658194141854	18.9328006848338	11.8276501640748	25.0963047510344	13.9249536310458	16.9781709230989	13.2401198459124	57.6429404900817	21.4702450408401	17.1528588098016	3.73395565927655	19.4331983805668	62.3481781376518	17.004048582996	1.21457489878543	44.5652173913044	52.1739130434783	3.26086956521739	0	29.2517006802721	53.7414965986395	14.2857142857143	2.72108843537415	37.5	56.25	6.25	0	1.39820231131402	1.03750997605746	11.7117117117117	0.904295403165034	0.361881785283474	3.63843092666288	0.512295081967213	0.840336134453782	0.431034482758621	1.82186234817814	0	2.72108843537415	0
136	Kidney-RCC	6282	899	12.5191477510096	22.4769181789239	11.6841770136899	25.6287806431073	14.3107290671761	15.4568608723337	10.4425342247692	54.8760330578512	23.4710743801653	18.6776859504132	2.97520661157025	20.4819277108434	56.0240963855422	21.0843373493976	2.40963855421687	26.056338028169	71.1267605633803	2.8169014084507	0	24.7787610619469	53.9823008849558	16.8141592920354	4.42477876106195	61.1111111111111	33.3333333333333	5.55555555555556	0	1.65552371856097	1.33481646273637	10.3448275862069	1.06232294617564	0.817438692098093	4.22360248447205	0.556173526140156	0.514933058702369	0.76219512195122	2.71084337349398	0	2.65486725663717	0
137	Kidney-RCC	7511	882	10.5087572977481	19.0653707895087	11.5430701637598	26.6675542537611	14.7650113167355	17.9470110504593	10.0119824257755	52.7681660899654	25.4325259515571	19.3771626297578	2.42214532871972	21.9672131147541	55.7377049180328	20.983606557377	1.31147540983607	42.1768707482993	54.421768707483	3.40136054421769	0	27.6785714285714	47.3214285714286	18.75	6.25	42.8571428571429	57.1428571428571	0	0	1.75742244707762	1.13378684807256	7.04225352112676	0.907821229050279	0.230680507497116	5.14228657014478	0.270513976555455	0.741839762611276	0.132978723404255	1.9672131147541	0	3.57142857142857	0
138	Kidney-RCC	3548	567	13.778857837181	19.9549041713641	10.9075535512965	29.847801578354	14.1488162344983	15.2198421645998	9.92108229988726	52.9411764705882	22.4598930481283	20.855614973262	3.74331550802139	20.2020202020202	55.0505050505051	23.7373737373737	1.01010101010101	34.5238095238095	58.3333333333333	7.14285714285714	0	39.7435897435897	52.5641025641026	7.69230769230769	0	42.8571428571429	50	7.14285714285714	0	1.94475760992108	0.881834215167548	6.75675675675676	1.9774011299435	0.516795865633075	4.15486307837583	0.398406374501992	0.925925925925926	0.568181818181818	1.51515151515152	1.19047619047619	0	0
139	Kidney-RCC	7577	1321	14.8460328163632	20.443447274647	10.2811138973208	28.6525009898377	13.2902204038538	17.6059126303286	9.72680480401214	52.3281596452328	24.0576496674058	19.7339246119734	3.88026607538803	19.2796610169492	59.3220338983051	19.4915254237288	1.90677966101695	27.1889400921659	67.741935483871	5.06912442396313	0	26.4044943820225	51.685393258427	16.2921348314607	5.61797752808989	17.1428571428571	77.1428571428571	5.71428571428571	0	1.43856407549162	1.13550340651022	12.0967741935484	1.2911555842479	0.770218228498074	3.27038231229848	0.099304865938431	0.749625187406297	0.135685210312076	1.69491525423729	0	3.37078651685393	0
140	Kidney-RCC	6412	862	11.8504261754193	23.4404242046163	11.1353711790393	26.4192139737991	13.6150966936993	16.3755458515284	9.01434809731753	49.9092558983666	25.7713248638838	21.5970961887477	2.72232304900181	24	56.7272727272727	17.0909090909091	2.18181818181818	34.5070422535211	59.8591549295775	5.63380281690141	0	34.453781512605	42.0168067226891	17.6470588235294	5.88235294117647	33.3333333333333	46.6666666666667	20	0	1.43480973175296	1.16009280742459	9.80392156862745	1.33067198935462	0.420168067226891	3.36481700118064	0.801832760595647	0.380952380952381	0.173010380622837	1.81818181818182	0.704225352112676	3.36134453781513	0
141	Kidney-RCC	7805	891	10.2460901563937	20.1281229980782	11.1723254324151	27.9436258808456	13.8116591928251	16.9762972453555	9.96796925048046	54.1740674955595	23.8010657193606	18.4724689165187	3.55239786856128	15.4098360655738	62.9508196721311	19.344262295082	2.29508196721311	34.3283582089552	59.7014925373134	5.97014925373134	0	22.1153846153846	56.7307692307692	16.3461538461538	4.80769230769231	40	55	5	0	1.55028827674568	1.45903479236813	9.70149253731343	0.763844684914067	0.229357798165138	4.26409903713893	0.463821892393321	0.528301886792453	0.25706940874036	0.983606557377049	0.746268656716418	3.84615384615385	0
142	Kidney-RCC	9168	1604	14.8904567396955	19.4917102966841	12.0091623036649	25.4799301919721	14.7796684118674	16.5575916230367	11.6819371727749	58.4905660377358	20.188679245283	18.8679245283019	2.45283018867925	19.1935483870968	61.6129032258064	17.0967741935484	2.09677419354839	35.981308411215	57.9439252336449	6.07476635514019	0	22	57.5	16	4.5	50	34.6153846153846	15.3846153846154	0	1.30890052356021	1.30922693266833	14.8936170212766	0.839395635142697	0.454132606721163	3.46746575342466	0.590405904059041	0.527009222661397	0.280112044817927	1.7741935483871	0.467289719626168	3.5	0
143	Kidney-RCC	3265	409	11.1322808927599	22.9709035222052	10.3215926493109	29.218989280245	15.2220520673813	15.0382848392037	7.2281776416539	50.5576208178439	24.5353159851301	21.5613382899628	3.3457249070632	25.7352941176471	58.0882352941176	13.9705882352941	2.20588235294118	39.3939393939394	60.6060606060606	0	0	29.3103448275862	51.7241379310345	15.5172413793103	3.44827586206897	22.2222222222222	66.6666666666667	11.1111111111111	0	1.65390505359877	0.97799511002445	6.89655172413793	1.06666666666667	0.29673590504451	3.9832285115304	0.402414486921529	0.203665987780041	1.69491525423729	0	0	3.44827586206897	0
144	Kidney-RCC	6909	1093	13.6590852286928	25.8648140107107	10.8698798668404	24.8082211608047	14.5896656534954	14.387031408308	9.48038789984079	49.9294781382228	26.3751763046544	20.3102961918195	3.38504936530324	19.2090395480226	59.8870056497175	20.0564971751412	0.847457627118644	35.2941176470588	58.2887700534759	5.88235294117647	0.53475935828877	26.3888888888889	55.5555555555556	13.8888888888889	4.16666666666667	37.5	54.1666666666667	4.16666666666667	4.16666666666667	1.2737009697496	0.731930466605673	8.33333333333333	1.17515388919978	0.399467376830892	2.85880980163361	0.0992063492063492	0.804828973843058	0.916030534351145	0.564971751412429	0	4.16666666666667	0
145	Kidney-RCC	4321	738	14.5878632140739	18.3985188613747	11.3399676000926	30.6410553112705	13.6079611201111	15.737097894006	10.2753992131451	59.0909090909091	19.0082644628099	19.6280991735537	2.27272727272727	16.7832167832168	58.7412587412587	22.7272727272727	1.74825174825175	40.2173913043478	53.2608695652174	6.52173913043478	0	30.5263157894737	38.9473684210526	24.2105263157895	6.31578947368421	27.2727272727273	45.4545454545455	27.2727272727273	0	1.5968525804212	1.49051490514905	13.75	0.377358490566038	0.204081632653061	4.30513595166163	0.510204081632653	0.588235294117647	0.225225225225225	1.04895104895105	1.08695652173913	5.26315789473684	0
146	Kidney-RCC	3645	316	7.97778338803333	22.4417009602195	9.60219478737997	29.5747599451303	15.7475994513032	14.3484224965706	8.28532235939643	50.9708737864078	27.6699029126214	17.4757281553398	3.88349514563107	20.952380952381	60.9523809523809	18.0952380952381	0	31.5789473684211	59.6491228070175	8.7719298245614	0	36.1111111111111	47.2222222222222	13.8888888888889	2.77777777777778	25	75	0	0	1.5363511659808	0.949367088607595	5.08474576271186	1.58924205378973	0.285714285714286	3.6178107606679	0	0.573613766730402	0	2.85714285714286	0	0	0
147	Kidney-RCC	6142	712	10.3880945433324	19.4724845327255	11.7876913057636	28.1992836209704	12.2110061869098	17.8280690328883	10.5014653207424	53.4516765285996	25.0493096646943	18.1459566074951	3.35305719921105	23.2472324723247	55.3505535055351	20.2952029520295	1.1070110701107	31.496062992126	65.3543307086614	3.1496062992126	0	30.4347826086957	59.7826086956522	8.69565217391304	1.08695652173913	47.0588235294118	41.1764705882353	11.7647058823529	0	1.61185281667209	0.561797752808989	3.88349514563107	0.668896321070234	0.552486187845304	4.33025404157044	0.4	0.730593607305936	0.155038759689922	0.738007380073801	0	1.08695652173913	0
148	Kidney-RCC	5330	486	8.35625859697386	23.9587242026266	10.9943714821764	31.8949343339587	11.7260787992495	13.3020637898687	8.12382739212008	51.5822784810127	21.8354430379747	22.4683544303797	4.11392405063291	16.5644171779141	60.7361963190184	20.2453987730061	2.45398773006135	40.5797101449275	59.4202898550725	0	0	25.3521126760563	46.4788732394366	16.9014084507042	11.2676056338028	53.8461538461538	30.7692307692308	15.3846153846154	0	1.59474671669794	1.64609053497942	8.60215053763441	1.17462803445576	0.341296928327645	3.41176470588235	0.8	0.423131170662906	0.46189376443418	1.84049079754601	0	5.63380281690141	0
149	Kidney-RCC	6747	1124	14.2802693431584	20.4387135022973	12.8649770268267	26.2931673336298	13.1762264710242	15.7847932414406	11.4421224247814	56.121045392022	24.6217331499312	16.6437414030261	2.61348005502063	21.5686274509804	60.7843137254902	15.6862745098039	1.96078431372549	37.4301675977654	58.659217877095	3.91061452513966	0	33.0578512396694	48.7603305785124	12.396694214876	5.78512396694215	47.3684210526316	47.3684210526316	5.26315789473684	0	1.37839039573144	1.15658362989324	12.2641509433962	1.52284263959391	0.230414746543779	2.93122886133033	0.78740157480315	0.469483568075117	0.77720207253886	1.7156862745098	0.558659217877095	1.65289256198347	0
150	Kidney-RCC	4502	518	10.3187250996016	23.3896046201688	10.1288316303865	29.7867614393603	13.0608618391826	15.2154597956464	8.41848067525544	48.6033519553073	23.463687150838	24.5810055865922	3.35195530726257	24.7126436781609	59.7701149425287	13.7931034482759	1.72413793103448	30.952380952381	61.9047619047619	7.14285714285714	0	25	48.8636363636364	14.7727272727273	11.3636363636364	58.3333333333333	25	16.6666666666667	0	1.73256330519769	1.93050193050193	11.3636363636364	0.854700854700855	0.43859649122807	4.47427293064877	0.510204081632653	0.583941605839416	0	1.14942528735632	0	7.95454545454545	8.33333333333333
151	Kidney-RCC	4481	562	11.14416022209	21.4237893327382	9.6407051997322	32.3142155768802	14.8627538495871	13.746931488507	8.01160455255523	51.0752688172043	27.6881720430108	18.8172043010753	2.41935483870968	19.4736842105263	62.6315789473684	16.3157894736842	1.57894736842105	33.0097087378641	63.1067961165049	3.88349514563107	0	35.7142857142857	50	12.8571428571429	1.42857142857143	33.3333333333333	44.4444444444444	22.2222222222222	0	1.51751841106896	1.24555160142349	9.33333333333333	1.35416666666667	0.231481481481481	3.03867403314917	0.45045045045045	0.649350649350649	0.835654596100279	1.05263157894737	0.970873786407767	1.42857142857143	0
152	Kidney-RCC	8862	994	10.0852272727273	21.5075603701196	11.5888061385692	27.3188896411645	14.116452268111	15.7865041751298	9.68178740690589	51.7241379310345	25.3918495297806	20.5329153605016	2.35109717868339	20	56.969696969697	21.8181818181818	1.21212121212121	33.3333333333333	59.8765432098765	6.17283950617284	0.617283950617284	31.2977099236641	45.0381679389313	16.030534351145	7.63358778625954	26.6666666666667	53.3333333333333	20	0	1.79417738659445	2.01207243460765	11.1731843575419	1.20671563483736	0.68159688412853	4.33705080545229	0.719424460431655	0.857755539671194	0.34965034965035	1.81818181818182	0.617283950617284	6.87022900763359	6.66666666666667
153	Kidney-RCC	2324	194	7.70452740270056	25.473321858864	9.63855421686747	28.9586919104991	13.0378657487091	15.5335628227194	7.35800344234079	46.5648854961832	23.6641221374046	28.2442748091603	1.52671755725191	24.5901639344262	55.7377049180328	18.0327868852459	1.63934426229508	38.7096774193548	54.8387096774194	6.45161290322581	0	29.7297297297297	59.4594594594595	8.10810810810811	2.7027027027027	100	0	0	0	1.46299483648881	0.515463917525773	2.85714285714286	1.01351351351351	0.892857142857143	2.97176820208024	0.99009900990099	0.554016620498615	0.584795321637427	1.63934426229508	0	0	0
154	Kidney-RCC	3133	419	11.7961711711712	19.7574210022343	9.41589530801149	30.7053941908714	15.8633897223109	16.1187360357485	8.13916374082349	54.9295774647887	22.5352112676056	19.3661971830986	3.16901408450704	16.6666666666667	65.3846153846154	17.9487179487179	0	31.25	65.625	3.125	0	29.0909090909091	47.2727272727273	20	3.63636363636364	44.4444444444444	55.5555555555556	0	0	1.4363230130865	0.238663484486873	2.17391304347826	1.2924071082391	0.338983050847458	2.91060291060291	0.201207243460765	0.594059405940594	1.56862745098039	0	0	0	0
155	Kidney-RCC	19531	825	4.05285910787974	9.27755875275204	5.61671189391224	9.92780707593057	56.6944856894168	13.1278480364549	5.35558855153346	57.3684210526316	23.3333333333333	16.140350877193	3.15789473684211	38.8379204892966	48.6238532110092	11.0091743119266	1.52905198776758	27.0676691729323	64.6616541353384	8.27067669172932	0	33.695652173913	33.695652173913	22.8260869565217	9.78260869565217	50	44.4444444444444	5.55555555555556	0	0.768009830525831	1.33333333333333	6.83229813664596	1.0485651214128	0.0911577028258888	3.5585353274884	0.325115144947169	0.975039001560062	0	0.305810397553517	0	8.69565217391304	0
156	Kidney-RCC	7498	844	10.117477823064	22.8861029607895	11.7364630568152	27.6340357428648	13.843691651107	15.2974126433716	8.60229394505201	51.3863216266174	23.6598890942699	20.7024029574861	4.25138632162662	18.705035971223	61.1510791366906	19.0647482014388	1.07913669064748	32.8125	60.9375	6.25	0	32.1428571428571	53.5714285714286	9.82142857142857	4.46428571428571	34.7826086956522	47.8260869565217	17.3913043478261	0	1.4537209922646	1.18483412322275	8.40336134453782	1.34032634032634	0.113636363636364	3.33011583011583	0.578034682080925	0.697471665213601	0.310077519379845	1.07913669064748	0.78125	3.57142857142857	0
157	Kidney-RCC	3709	416	10.0848484848485	21.6230789970342	10.2992720409814	29.0374764087355	14.0199514693988	16.149905634942	8.87031544890806	53.90625	27.34375	15.625	3.125	21.7391304347826	61.5942028985507	16.6666666666667	0	40	57.1428571428571	2.85714285714286	0	25	50	17.5	7.5	50	50	0	0	1.53680237260717	0.721153846153846	5	1.24688279301746	0.785340314136126	3.43546889507892	0.576923076923077	0.333889816360601	0.60790273556231	0	1.42857142857143	2.5	0
158	Kidney-RCC	28606	1386	4.62123232862097	12.3470600573306	5.6701391316507	10.5677130671887	57.9843389498707	8.43878906523107	4.99195972872824	49.6919917864476	31.211498973306	16.0164271047228	3.08008213552361	33.0578512396694	51.0330578512397	13.2231404958678	2.68595041322314	23.0263157894737	69.4078947368421	7.56578947368421	0	32.0512820512821	35.2564102564103	18.5897435897436	14.1025641025641	33.3333333333333	53.3333333333333	13.3333333333333	0	0.76557365587639	1.65945165945166	9.50413223140496	1.07587768969422	0.123304562268804	3.14257360238174	0.367757882679207	0.787075393537697	0.280112044817927	0.826446280991736	1.64473684210526	7.69230769230769	3.33333333333333
