sample_id	tumor_type	cluster	num_ssms	num_sims	num_mutations	num_late_median_cancer_clines_ssm	perc_late_median_cancer_clines_ssm	num_early_median_cancer_clines_ssm	perc_early_median_cancer_clines_ssm	num_withReplTime_median_cancer_clines_ssm	num_late_median_cancer_clines_sim	perc_late_median_cancer_clines_sim	num_early_median_cancer_clines_sim	perc_early_median_cancer_clines_sim	num_withReplTime_median_cancer_clines_sim	num_ssm_CDS	perc_ssm_CDS	num_ssm_gene	num_ssm_transcript	num_ssm_exon	num_ssm_UTR	num_ssm_stop_codon	num_ssm_start_codon	num_ssm_intergenic	num_ssm_Selenocyste	num_sim_CDS	perc_sim_CDS	num_sim_gene	num_sim_transcript	num_sim_exon	num_sim_UTR	num_sim_stop_codon	num_sim_start_codon	num_sim_intergenic	num_sim_Selenocyste	num_genes_with_non_syn_ssm	num_genes_with_non_syn_sim	num_genes_with_non_syn_mut	perc_syn_ssms_vs_in_CDS	num_drivers	num_SBS_sign_nonZeroContr	num_DBS_sign_nonZeroContr	num_ID_sign_nonZeroContr	num_allTypes_sign_nonZeroContr
293	CNS-Medullo	N	3734	562	4296	2114	56.9964950121326	1595	43.0035049878674	3709	323	58.4086799276673	230	41.5913200723327	553	64	1.7139796464917	1749	1748	145	51	0	1	1985	0	6	1.06761565836299	248	248	16	7	0	0	314	0	49	6	55	14.7540983606557	5	3	3	3	9
294	CNS-Medullo	N	1987	284	2271	1043	52.8904665314402	929	47.1095334685598	1972	146	52.7075812274368	131	47.2924187725632	277	27	1.35883241066935	1003	1003	71	22	0	0	984	0	2	0.704225352112676	144	144	7	2	0	0	140	0	23	2	25	17.8571428571429	2	3	2	3	8
295	CNS-Medullo	K	5223	751	5974	2872	54.9875550449933	2351	45.0124449550067	5223	388	51.664447403462	363	48.335552596538	751	48	0.919012062033314	2421	2421	153	48	0	0	2802	0	6	0.798934753661784	378	378	22	9	0	0	373	0	36	4	40	26.530612244898	6	3	6	4	13
296	CNS-Medullo	N	1941	412	2353	963	49.8963730569948	967	50.1036269430052	1930	210	51.219512195122	200	48.780487804878	410	26	1.33951571354972	958	957	80	28	0	0	983	0	2	0.485436893203884	204	203	11	6	0	0	208	0	21	1	22	16	4	3	2	3	8
297	CNS-Medullo	K	5416	547	5963	3154	58.2348596750369	2262	41.7651403249631	5416	336	61.4259597806216	211	38.5740402193784	547	55	1.01550960118168	2568	2568	172	60	0	0	2848	0	2	0.36563071297989	233	233	14	9	0	0	314	0	43	3	45	15.3846153846154	3	3	2	3	8
298	CNS-Medullo	N	1945	284	2229	1073	55.1954732510288	871	44.8045267489712	1944	158	55.6338028169014	126	44.3661971830986	284	26	1.33676092544987	946	946	75	26	0	0	999	0	0	0	132	132	5	3	0	0	152	0	21	0	21	19.2307692307692	6	3	1	3	7
299	CNS-Medullo	N	3327	363	3690	1789	54.2779126213592	1507	45.7220873786408	3296	197	55.6497175141243	157	44.3502824858757	354	35	1.05199879771566	1606	1605	94	37	0	0	1721	0	2	0.550964187327824	182	182	6	1	0	0	181	0	26	2	28	26.4705882352941	2	2	1	3	6
300	CNS-Medullo	K	3645	880	4525	1792	49.1632373113855	1853	50.8367626886145	3645	463	52.6136363636364	417	47.3863636363636	880	56	1.5363511659808	1914	1914	167	61	0	0	1731	0	8	0.909090909090909	470	469	27	8	0	0	410	0	48	7	55	17.5438596491228	5	3	4	3	10
301	CNS-Medullo	N	4319	499	4818	2627	60.8242648761287	1692	39.1757351238713	4319	296	59.3186372745491	203	40.6813627254509	499	60	1.38921046538551	1942	1942	149	47	0	0	2377	0	0	0	232	232	11	6	0	0	267	0	38	0	38	30.9090909090909	3	3	1	3	7
302	CNS-Medullo	K	2864	201	3065	1510	52.7234636871508	1354	47.2765363128492	2864	101	50.2487562189055	100	49.7512437810945	201	43	1.50139664804469	1350	1350	117	35	0	0	1514	0	4	1.99004975124378	111	111	7	2	0	0	90	0	27	4	31	30	3	3	3	3	9
303	CNS-Medullo	K	1125	138	1263	545	48.4444444444444	580	51.5555555555556	1125	66	47.8260869565217	72	52.1739130434783	138	19	1.68888888888889	574	574	47	14	0	0	551	0	3	2.17391304347826	66	66	8	4	0	0	72	0	34	3	37	17.6470588235294	1	3	1	1	5
304	CNS-Medullo	N	2631	260	2891	1422	54.6712802768166	1179	45.3287197231834	2601	139	54.7244094488189	115	45.2755905511811	254	32	1.21626757886735	1263	1262	95	38	0	0	1368	0	1	0.384615384615385	120	120	8	4	0	0	140	0	22	1	23	31.25	1	2	4	2	8
305	CNS-Medullo	F	1758	88	1846	1052	59.8407281001138	706	40.1592718998862	1758	48	54.5454545454545	40	45.4545454545455	88	21	1.19453924914676	800	800	51	16	0	0	958	0	0	0	40	40	1	0	0	0	48	0	16	0	16	27.2727272727273	1	3	2	3	8
306	CNS-Medullo	N	946	96	1042	480	51.009564293305	461	48.990435706695	941	40	41.6666666666667	56	58.3333333333333	96	10	1.05708245243129	459	459	34	13	0	0	487	0	2	2.08333333333333	54	54	4	2	0	0	42	0	6	2	8	40	2	3	1	3	7
307	CNS-Medullo	K	1740	168	1908	997	57.2988505747126	743	42.7011494252874	1740	77	45.8333333333333	91	54.1666666666667	168	15	0.862068965517241	809	809	59	20	0	0	931	0	1	0.595238095238095	93	93	7	2	0	0	75	0	9	1	10	42.8571428571429	1	4	2	1	7
308	CNS-Medullo	B	237	15	252	115	48.936170212766	120	51.063829787234	235	7	50	7	50	14	7	2.9535864978903	125	125	15	6	0	0	112	0	0	0	11	11	0	0	0	0	4	0	6	0	6	14.2857142857143	0	3	1	1	5
309	CNS-Medullo	K	707	83	790	390	55.8739255014327	308	44.1260744985673	698	45	54.8780487804878	37	45.1219512195122	82	7	0.99009900990099	346	346	30	10	0	0	361	0	0	0	41	41	1	0	0	0	42	0	3	0	3	50	0	3	0	1	4
310	CNS-Medullo	K	924	70	994	472	51.8681318681319	438	48.1318681318681	910	37	52.8571428571429	33	47.1428571428571	70	11	1.19047619047619	438	438	32	14	0	0	486	0	0	0	35	35	1	0	0	0	35	0	8	0	8	27.2727272727273	0	3	1	3	7
311	CNS-Medullo	K	993	86	1079	445	44.8136958710977	548	55.1863041289023	993	43	50	43	50	86	10	1.00704934541793	502	502	45	13	0	0	491	0	0	0	54	54	5	4	0	0	32	0	7	0	7	22.2222222222222	1	3	2	2	7
312	CNS-Medullo	K	1589	98	1687	887	55.8212712397734	702	44.1787287602266	1589	44	45.360824742268	53	54.639175257732	97	13	0.818124606670862	711	711	50	14	0	0	878	0	3	3.06122448979592	51	51	7	2	0	0	47	0	11	3	14	21.4285714285714	0	4	3	4	11
313	CNS-Medullo	N	1119	89	1208	534	47.7211796246649	585	52.2788203753351	1119	51	57.9545454545455	37	42.0454545454545	88	18	1.60857908847185	599	599	40	14	0	0	520	0	1	1.12359550561798	42	42	2	2	0	0	47	0	15	1	16	11.7647058823529	1	4	2	2	8
314	CNS-Medullo	K	721	103	824	381	53.1380753138075	336	46.8619246861925	717	52	51.4851485148515	49	48.5148514851485	101	6	0.832177531206657	354	353	23	9	0	0	367	0	0	0	49	49	1	1	0	0	54	0	6	0	6	0	0	3	1	3	7
315	CNS-Medullo	K	970	69	1039	500	52.1376433785193	459	47.8623566214807	959	34	50.7462686567164	33	49.2537313432836	67	7	0.721649484536082	464	464	44	17	0	0	506	0	2	2.89855072463768	30	30	3	1	0	0	39	0	3	2	5	40	2	3	0	3	6
316	CNS-Medullo	K	1434	59	1493	869	61.0252808988764	555	38.9747191011236	1424	40	68.9655172413793	18	31.0344827586207	58	7	0.488145048814505	666	665	33	10	0	0	768	0	1	1.69491525423729	29	29	1	0	0	0	30	0	5	1	6	28.5714285714286	0	3	1	3	7
317	CNS-Medullo	N	1058	187	1245	587	55.6398104265403	468	44.3601895734597	1055	91	49.4565217391304	93	50.5434782608696	184	15	1.41776937618147	503	503	42	10	0	0	555	0	0	0	97	97	0	0	0	0	90	0	11	0	11	26.6666666666667	1	3	3	1	7
318	CNS-Medullo	K	2285	339	2624	1179	51.8014059753954	1097	48.1985940246046	2276	168	49.8516320474777	169	50.1483679525223	337	45	1.96936542669584	1108	1107	103	36	0	0	1177	0	4	1.17994100294985	179	179	9	3	0	0	160	0	34	4	38	21.4285714285714	2	2	2	1	5
319	CNS-Medullo	N	733	112	845	353	48.1582537517053	380	51.8417462482947	733	65	58.0357142857143	47	41.9642857142857	112	20	2.72851296043656	349	349	45	11	0	0	384	0	2	1.78571428571429	59	59	7	4	0	0	53	0	15	3	18	25	4	3	1	3	7
320	CNS-Medullo	K	1688	106	1794	888	52.9516994633274	789	47.0483005366726	1677	54	51.4285714285714	51	48.5714285714286	105	22	1.30331753554502	822	822	63	20	0	0	866	0	3	2.83018867924528	53	53	6	1	0	0	53	0	15	3	18	28.5714285714286	2	2	1	3	6
321	CNS-Medullo	K	590	53	643	308	52.7397260273973	276	47.2602739726027	584	33	63.4615384615385	19	36.5384615384615	52	6	1.01694915254237	319	319	35	11	0	0	271	0	0	0	24	24	0	0	0	0	29	0	5	0	5	16.6666666666667	0	3	1	4	8
322	CNS-Medullo	N	1438	228	1666	805	55.980528511822	633	44.019471488178	1438	129	56.5789473684211	99	43.4210526315789	228	20	1.39082058414465	678	678	48	16	0	0	760	0	0	0	121	121	4	3	0	0	107	0	15	1	16	16.6666666666667	2	4	1	1	6
323	CNS-Medullo	N	1976	312	2288	1083	55.1987767584098	879	44.8012232415902	1962	160	51.7799352750809	149	48.2200647249191	309	31	1.56882591093117	928	927	74	26	0	0	1048	0	3	0.961538461538462	161	161	7	3	0	0	151	0	25	2	27	20	3	3	2	3	8
324	CNS-Medullo	N	1878	303	2181	994	53.2404927691484	873	46.7595072308516	1867	163	54.6979865771812	135	45.3020134228188	298	37	1.97018104366347	901	901	87	30	0	0	977	0	4	1.32013201320132	147	147	10	4	0	0	156	0	28	3	30	24.3243243243243	3	3	3	3	9
325	CNS-Medullo	K	1276	208	1484	701	54.9373040752351	575	45.0626959247649	1276	122	58.6538461538462	86	41.3461538461538	208	15	1.17554858934169	637	637	43	13	0	0	639	0	3	1.44230769230769	103	103	10	3	0	0	105	0	11	3	14	26.6666666666667	2	3	2	3	8
326	CNS-Medullo	D	1293	50	1343	762	59.1155934833204	527	40.8844065166796	1289	34	68	16	32	50	12	0.928074245939675	576	575	31	11	0	0	717	0	0	0	19	19	0	0	0	0	31	0	10	0	10	9.09090909090909	1	3	1	3	7
327	CNS-Medullo	K	891	95	986	486	54.7297297297297	402	45.2702702702703	888	47	49.4736842105263	48	50.5263157894737	95	11	1.23456790123457	440	440	32	5	0	0	451	0	0	0	47	47	1	0	0	0	48	0	9	0	9	10	0	3	1	2	6
328	CNS-Medullo	K	325	29	354	190	59.5611285266458	129	40.4388714733542	319	18	62.0689655172414	11	37.9310344827586	29	2	0.615384615384615	143	143	7	1	0	0	182	0	0	0	12	12	0	0	0	0	17	0	1	0	1	50	1	4	1	3	8
329	CNS-Medullo	N	948	148	1096	548	58.2978723404255	392	41.7021276595745	940	79	56.4285714285714	61	43.5714285714286	140	13	1.37130801687764	443	443	30	10	1	0	505	0	0	0	61	61	3	1	0	0	87	0	11	0	11	15.3846153846154	0	3	2	2	7
330	CNS-Medullo	K	1005	38	1043	609	60.5970149253731	396	39.4029850746269	1005	23	60.5263157894737	15	39.4736842105263	38	5	0.497512437810945	487	487	27	9	0	0	518	0	2	5.26315789473684	18	18	4	1	0	0	20	0	4	2	6	20	0	2	0	3	5
331	CNS-Medullo	K	1454	105	1559	751	51.6506189821183	703	48.3493810178817	1454	61	58.0952380952381	44	41.9047619047619	105	20	1.37551581843191	749	749	64	25	0	0	705	0	0	0	49	49	2	2	0	0	56	0	16	0	16	15.7894736842105	1	3	1	1	5
332	CNS-Medullo	K	2002	117	2119	1043	52.0979020979021	959	47.9020979020979	2002	65	55.5555555555556	52	44.4444444444444	117	25	1.24875124875125	993	992	79	31	0	0	1009	0	2	1.70940170940171	53	53	5	2	0	0	64	0	20	2	22	16.6666666666667	0	3	2	3	8
333	CNS-Medullo	K	1258	145	1403	625	49.9600319744205	626	50.0399680255795	1251	70	49.2957746478873	72	50.7042253521127	142	14	1.11287758346582	620	620	54	19	0	0	638	0	1	0.689655172413793	65	65	3	2	0	0	80	0	10	1	11	33.3333333333333	1	3	1	1	5
334	CNS-Medullo	K	1172	137	1309	635	54.553264604811	529	45.446735395189	1164	78	56.9343065693431	59	43.0656934306569	137	12	1.02389078498294	543	543	30	8	0	0	629	0	1	0.72992700729927	73	73	5	3	0	0	64	0	7	1	8	46.1538461538462	1	3	1	2	6
335	CNS-Medullo	N	774	141	915	425	54.9095607235142	349	45.0904392764858	774	77	54.6099290780142	64	45.3900709219858	141	11	1.42118863049096	360	358	29	7	0	0	414	0	1	0.709219858156028	68	68	6	2	0	0	73	0	6	1	7	45.4545454545455	0	3	0	1	4
336	CNS-Medullo	K	623	72	695	330	52.9695024077047	293	47.0304975922953	623	38	52.7777777777778	34	47.2222222222222	72	4	0.642054574638844	312	312	18	7	0	0	311	0	0	0	28	28	0	0	0	0	44	0	2	0	2	50	1	2	1	3	6
337	CNS-Medullo	K	676	104	780	321	48.2706766917293	344	51.7293233082707	665	48	46.6019417475728	55	53.3980582524272	103	12	1.77514792899408	347	347	24	5	0	0	329	0	1	0.961538461538462	57	57	4	2	0	0	47	0	9	1	10	25	0	3	0	3	6
338	CNS-Medullo	N	1082	277	1359	539	50.232991612302	534	49.767008387698	1073	158	57.4545454545455	117	42.5454545454545	275	18	1.66358595194085	536	536	53	26	0	0	546	0	4	1.44404332129964	123	123	10	7	0	0	154	0	11	4	14	29.4117647058824	3	3	1	2	6
339	CNS-Medullo	K	423	58	481	234	55.9808612440191	184	44.0191387559809	418	26	46.4285714285714	30	53.5714285714286	56	3	0.709219858156028	201	201	15	3	0	0	222	0	0	0	29	29	0	0	0	0	29	0	3	0	3	0	0	3	1	1	5
340	CNS-Medullo	K	1142	133	1275	618	54.1155866900175	524	45.8844133099825	1142	69	51.8796992481203	64	48.1203007518797	133	21	1.83887915936953	568	568	41	15	0	0	574	0	1	0.75187969924812	67	67	6	3	0	0	66	0	15	1	16	28.5714285714286	2	4	1	1	6
341	CNS-Medullo	N	609	57	666	365	59.9343185550082	244	40.0656814449918	609	34	59.6491228070175	23	40.3508771929825	57	9	1.47783251231527	276	276	25	5	0	0	333	0	2	3.50877192982456	29	29	2	0	0	0	28	0	8	2	10	11.1111111111111	3	2	2	3	7
342	CNS-Medullo	K	445	63	508	218	49.3212669683258	224	50.6787330316742	442	29	47.5409836065574	32	52.4590163934426	61	4	0.898876404494382	211	211	20	9	0	0	234	0	0	0	29	29	2	0	0	0	34	0	1	0	1	75	0	3	1	3	7
343	CNS-Medullo	K	572	72	644	284	49.6503496503497	288	50.3496503496503	572	36	50	36	50	72	10	1.74825174825175	299	299	33	13	0	0	273	0	0	0	41	41	3	2	0	0	31	0	8	0	8	20	1	3	0	1	4
344	CNS-Medullo	K	217	22	239	103	47.4654377880184	114	52.5345622119816	217	10	45.4545454545455	12	54.5454545454545	22	5	2.30414746543779	110	110	11	4	0	0	107	0	0	0	9	9	0	0	0	0	13	0	3	0	3	25	0	2	0	3	5
345	CNS-Medullo	K	2133	276	2409	1101	51.9094766619519	1020	48.0905233380481	2121	150	54.3478260869565	126	45.6521739130435	276	22	1.03141115799344	1043	1043	81	28	0	0	1090	0	2	0.72463768115942	149	149	5	4	0	0	127	0	15	2	17	34.7826086956522	2	3	1	1	5
346	CNS-Medullo	F	1181	153	1334	639	54.1066892464014	542	45.8933107535986	1181	75	49.0196078431373	78	50.9803921568627	153	14	1.18543607112616	565	564	42	20	0	0	616	0	0	0	77	77	5	1	0	0	76	0	11	0	11	15.3846153846154	0	2	5	3	10
347	CNS-Medullo	K	1754	202	1956	964	54.9914432401597	789	45.0085567598403	1753	100	49.5049504950495	102	50.4950495049505	202	19	1.08323831242873	818	818	65	22	0	0	936	0	2	0.99009900990099	95	95	6	3	0	0	107	0	15	2	17	21.0526315789474	2	3	1	2	6
348	CNS-Medullo	K	535	80	615	279	52.1495327102804	256	47.8504672897196	535	43	55.1282051282051	35	44.8717948717949	78	6	1.1214953271028	255	255	15	5	0	0	280	0	0	0	36	36	2	0	0	0	44	0	4	0	4	20	0	3	1	1	5
349	Cervix-SCC	N	3964	315	4279	2424	61.1503531786075	1540	38.8496468213925	3964	199	63.1746031746032	116	36.8253968253968	315	40	1.00908173562059	1914	1914	125	51	0	0	2050	0	3	0.952380952380952	155	155	14	5	0	0	160	0	21	3	24	44.7368421052632	2	5	3	4	12
350	Cervix-SCC	N	8514	709	9223	5495	64.5407564012215	3019	35.4592435987785	8514	460	64.8801128349788	249	35.1198871650212	709	91	1.06882781301386	4061	4061	288	102	0	0	4453	0	3	0.423131170662906	335	333	18	9	0	0	374	0	61	2	63	28.2352941176471	1	5	3	4	12
351	Cervix-SCC	E	6880	279	7159	3632	52.7906976744186	3248	47.2093023255814	6880	170	60.9318996415771	109	39.0681003584229	279	84	1.22093023255814	3586	3585	288	119	1	0	3294	0	7	2.5089605734767	142	142	14	6	0	0	137	0	59	6	64	26.5822784810127	5	4	2	4	10
352	Cervix-SCC	E	6417	318	6735	3760	58.5943587346112	2657	41.4056412653888	6417	186	58.4905660377358	132	41.5094339622642	318	81	1.26227208976157	3142	3141	244	89	0	0	3275	0	1	0.314465408805031	153	153	9	2	0	0	165	0	58	3	61	21.0526315789474	2	4	2	4	10
353	Cervix-SCC	E	3289	166	3455	1840	55.9440559440559	1449	44.0559440559441	3289	91	54.8192771084337	75	45.1807228915663	166	38	1.15536637275768	1711	1711	134	47	0	0	1578	0	3	1.80722891566265	96	96	7	4	0	1	70	0	24	2	26	22.2222222222222	2	4	4	4	12
354	Cervix-SCC	E	13452	303	13755	6565	48.8031519476658	6887	51.1968480523342	13452	207	68.3168316831683	96	31.6831683168317	303	178	1.32322331251858	7328	7327	566	253	2	1	6124	0	0	0	128	128	3	0	0	0	175	0	128	0	128	23.121387283237	5	4	2	3	9
355	Cervix-AdenoCA	N	5329	355	5684	3154	59.185588290486	2175	40.814411709514	5329	210	59.1549295774648	145	40.8450704225352	355	64	1.20097579283168	2564	2563	226	90	1	0	2765	0	3	0.845070422535211	160	160	12	6	0	0	195	0	46	3	49	22.5806451612903	3	4	1	1	6
356	Panc-AdenoCA	N	3485	388	3873	2280	65.4232424677188	1205	34.5767575322812	3485	250	64.4329896907217	138	35.5670103092784	388	38	1.09038737446198	1643	1642	118	40	0	0	1842	0	3	0.77319587628866	171	171	8	5	0	0	217	0	22	2	24	40.5405405405405	5	6	4	3	13
357	Panc-AdenoCA	K	5143	559	5702	3198	62.4975571623998	1919	37.5024428376002	5117	361	65.3985507246377	191	34.6014492753623	552	41	0.797200077775617	2433	2433	163	69	0	0	2710	0	4	0.715563506261181	252	252	17	13	0	0	307	0	26	4	30	33.3333333333333	3	6	2	1	9
358	Panc-AdenoCA	K	4385	321	4706	2910	66.7125171939477	1452	33.2874828060523	4362	198	62.4605678233439	119	37.5394321766561	317	45	1.02622576966933	2027	2026	146	62	0	0	2358	0	2	0.623052959501558	149	149	9	6	0	0	172	0	36	2	38	21.7391304347826	7	3	2	2	7
359	Panc-AdenoCA	N	7663	1332	8995	4644	60.9929078014184	2970	39.0070921985816	7614	840	63.7813211845102	477	36.2186788154898	1317	78	1.01787811562051	3785	3785	268	100	0	0	3878	0	7	0.525525525525526	693	693	28	6	0	0	639	0	59	7	66	24.3589743589744	3	5	4	2	11
360	Panc-AdenoCA	N	6528	1039	7567	3949	60.7258188528372	2554	39.2741811471628	6503	637	61.9649805447471	391	38.0350194552529	1028	92	1.4093137254902	3200	3198	248	90	0	0	3328	0	6	0.577478344562079	503	502	27	12	0	0	536	0	68	6	74	25.2747252747253	6	5	4	3	12
361	Panc-AdenoCA	L	9911	535	10446	7255	73.2088799192735	2655	26.7911200807265	9910	341	63.7383177570093	194	36.2616822429907	535	107	1.07960851579054	4309	4309	307	107	0	0	5602	0	4	0.747663551401869	250	250	27	10	0	0	285	0	70	3	73	23.7623762376238	3	5	4	4	13
362	Panc-AdenoCA	N	4649	655	5304	2743	59.0146299483649	1905	40.9853700516351	4648	426	65.0381679389313	229	34.9618320610687	655	59	1.26909012690901	2238	2237	172	57	0	0	2411	0	3	0.458015267175573	295	295	22	11	0	0	360	0	27	3	30	45.6140350877193	7	3	4	2	9
363	Panc-AdenoCA	N	9264	823	10087	6903	74.5142487046632	2361	25.4857512953368	9264	583	70.8383961117862	240	29.1616038882139	823	78	0.841968911917098	4116	4113	241	78	0	0	5148	0	2	0.243013365735115	367	367	18	8	0	0	456	0	57	2	59	25	4	6	4	2	12
364	Panc-AdenoCA	N	4382	433	4815	2704	61.7069831127339	1678	38.2930168872661	4382	272	62.8175519630485	161	37.1824480369515	433	52	1.18667275216796	2069	2069	167	53	0	0	2313	0	1	0.23094688221709	204	204	11	8	0	0	229	0	32	1	33	37.2549019607843	5	3	3	2	8
365	Panc-AdenoCA	N	4204	527	4731	2763	65.9112595419847	1429	34.0887404580153	4192	362	69.7495183044316	157	30.2504816955684	519	36	0.856327307326356	1960	1956	126	42	0	0	2244	0	4	0.759013282732448	234	234	17	5	0	0	293	0	32	4	35	11.1111111111111	7	7	2	2	11
366	Panc-AdenoCA	N	4354	602	4956	2815	64.9515459160129	1519	35.0484540839871	4334	381	64.3581081081081	211	35.6418918918919	592	48	1.10243454294901	2037	2037	150	49	0	0	2317	0	4	0.664451827242525	253	253	21	10	0	0	349	0	38	5	42	22.4489795918367	5	3	3	2	8
367	Panc-AdenoCA	N	5728	638	6366	3590	62.6745810055866	2138	37.3254189944134	5728	405	63.4796238244514	233	36.5203761755486	638	66	1.15223463687151	2678	2676	191	83	0	0	3050	0	3	0.470219435736677	299	299	14	5	0	0	339	0	49	3	51	23.8095238095238	7	5	2	4	11
368	Panc-AdenoCA	N	11002	860	11862	7146	64.9577311153532	3855	35.0422688846469	11001	586	68.1395348837209	274	31.8604651162791	860	121	1.09980003635703	5266	5262	390	140	0	1	5736	0	3	0.348837209302326	381	381	13	8	0	0	479	0	92	3	95	24.7933884297521	4	5	4	2	11
369	Panc-AdenoCA	M	4200	288	4488	2982	71	1218	29	4200	212	73.6111111111111	76	26.3888888888889	288	29	0.69047619047619	1883	1883	110	35	0	0	2317	0	1	0.347222222222222	127	127	5	4	0	0	161	0	23	1	24	23.3333333333333	4	7	5	2	14
370	Panc-AdenoCA	N	5580	539	6119	3452	61.874887972755	2127	38.125112027245	5579	353	65.4916512059369	186	34.5083487940631	539	71	1.27240143369176	2743	2743	206	63	0	0	2837	0	4	0.742115027829313	268	268	18	11	0	0	271	0	55	4	59	18.8405797101449	6	4	3	3	10
371	Panc-AdenoCA	N	4297	549	4846	2822	65.6737258552479	1475	34.3262741447522	4297	397	72.3132969034608	152	27.6867030965392	549	49	1.1403304631138	1989	1988	156	43	0	0	2308	0	2	0.364298724954463	246	246	11	3	1	0	303	0	43	2	45	15.6862745098039	4	3	2	2	7
372	Panc-AdenoCA	K	2900	260	3160	1837	63.7183489420742	1046	36.2816510579258	2883	159	61.3899613899614	100	38.6100386100386	259	43	1.48275862068966	1466	1466	98	32	0	0	1434	0	2	0.769230769230769	128	128	9	4	0	0	132	0	30	2	32	21.9512195121951	3	6	3	3	12
373	Panc-AdenoCA	N	2939	390	3329	1746	59.6311475409836	1182	40.3688524590164	2928	255	66.0621761658031	131	33.9378238341969	386	32	1.08880571623001	1423	1423	89	38	0	0	1516	0	4	1.02564102564103	189	188	14	7	0	0	201	0	25	5	30	22.5806451612903	5	5	4	4	13
374	Panc-AdenoCA	N	4943	493	5436	3464	70.0930797248078	1478	29.9069202751922	4942	335	67.9513184584178	158	32.0486815415821	493	52	1.0519927169735	2303	2300	158	59	1	0	2640	0	6	1.21703853955375	219	219	19	6	0	0	274	0	32	5	37	37.2549019607843	6	5	4	2	11
375	Panc-AdenoCA	N	5900	539	6439	3927	66.5706051873199	1972	33.4293948126801	5899	380	70.5009276437848	159	29.4990723562152	539	57	0.966101694915254	2708	2706	182	69	2	0	3192	0	2	0.371057513914657	272	271	8	2	0	0	267	0	41	2	43	32.2033898305085	5	5	3	4	12
376	Panc-AdenoCA	N	6202	498	6700	4076	66.0722969687145	2093	33.9277030312855	6169	323	65.2525252525252	172	34.7474747474747	495	77	1.24153498871332	3040	3039	245	69	0	0	3162	0	2	0.401606425702811	229	229	13	7	0	0	269	0	56	2	58	25	5	7	3	2	12
377	Panc-AdenoCA	K	5843	354	6197	3801	65.0521992127332	2042	34.9478007872668	5843	222	62.7118644067797	132	37.2881355932203	354	75	1.28358719835701	2784	2783	204	80	0	0	3059	0	1	0.282485875706215	159	159	14	9	0	0	195	0	59	1	60	16.6666666666667	6	5	4	4	13
378	Bladder-TCC	E	15499	460	15959	9696	62.5709860609189	5800	37.4290139390811	15496	262	56.9565217391304	198	43.0434782608696	460	150	0.967804374475773	7679	7678	556	214	0	0	7820	0	4	0.869565217391304	233	233	17	5	0	0	227	0	105	4	109	27.3972602739726	12	4	3	6	13
379	Myeloid-AML	K	2120	138	2258	1360	64.546748932131	747	35.453251067869	2107	81	59.1240875912409	56	40.8759124087591	137	20	0.943396226415094	1021	1021	65	22	0	0	1099	0	4	2.89855072463768	69	69	10	6	0	0	69	0	15	4	18	21.0526315789474	3	3	2	3	8
380	Myeloid-AML	K	1542	112	1654	912	59.2207792207792	628	40.7792207792208	1540	52	46.8468468468468	59	53.1531531531532	111	20	1.2970168612192	754	754	46	18	0	0	788	0	3	2.67857142857143	63	63	9	4	0	0	49	0	14	3	17	17.6470588235294	2	3	1	4	8
381	Myeloid-AML	D	523	9	532	244	46.9230769230769	276	53.0769230769231	520	8	88.8888888888889	1	11.1111111111111	9	6	1.1472275334608	263	263	16	6	0	0	260	0	1	11.1111111111111	7	7	1	0	0	0	2	0	4	1	5	42.8571428571429	1	2	1	5	8
382	Myeloid-AML	D	1395	52	1447	908	65.089605734767	487	34.910394265233	1395	29	55.7692307692308	23	44.2307692307692	52	13	0.931899641577061	677	676	41	12	0	0	718	0	2	3.84615384615385	22	22	5	1	0	0	30	0	12	2	14	20	2	3	1	4	8
383	Myeloid-AML	K	994	50	1044	574	57.979797979798	416	42.020202020202	990	28	57.1428571428571	21	42.8571428571429	49	23	2.31388329979879	483	483	62	10	0	0	511	0	1	2	21	21	3	2	0	0	29	0	6	1	7	73.9130434782609	2	3	1	4	8
384	Myeloid-AML	F	1215	62	1277	696	57.3784006595218	517	42.6215993404782	1213	37	60.655737704918	24	39.344262295082	61	17	1.39917695473251	575	575	60	19	0	0	640	0	2	3.2258064516129	27	27	3	0	0	0	35	0	9	2	10	37.5	2	3	1	3	7
385	Myeloid-AML	D	1532	76	1608	983	64.1644908616188	549	35.8355091383812	1532	47	61.8421052631579	29	38.1578947368421	76	34	2.21932114882507	706	706	68	16	0	0	826	0	6	7.89473684210526	39	39	6	2	0	0	37	0	26	5	30	16.1290322580645	4	3	1	4	8
386	Liver-HCC	B	14109	754	14863	9263	65.6670920175812	4843	34.3329079824188	14106	453	60.079575596817	301	39.920424403183	754	121	0.857608618612233	6664	6661	398	138	0	1	7445	0	8	1.06100795755968	392	392	20	7	0	0	362	0	79	8	86	28.3185840707965	4	3	1	5	9
387	Liver-HCC	B	5563	345	5908	3303	59.5242386015498	2246	40.4757613984502	5549	194	56.891495601173	147	43.108504398827	341	59	1.06057882437534	2733	2732	174	70	0	0	2830	0	1	0.289855072463768	187	187	14	6	0	0	158	0	44	2	46	26.3157894736842	3	3	2	5	10
